---OutputTable---
time=49045
table_size=7437
[1] - <188 3404 4404 4428 7102 7112 > true count=774, estimated count=38190, Key=1091166
[6079] - <170 188 260 265 4426 4428 4430 7062 7112 > true count=5521, estimated count=40476, Key=7456789
[6080] - <188 4426 4428 4434 4438 4940 7082 7092 > true count=9825, estimated count=39216, Key=2907000
[6081] - <17 170 188 260 265 4426 4428 4430 4438 7062 > true count=2081, estimated count=40068, Key=3107632
[6082] - <180 184 4426 4434 7062 7082 7092 7112 > true count=9813, estimated count=41807, Key=512268
[6083] - <17 260 265 4426 4428 4430 4432 4438 4940 > true count=1713, estimated count=39677, Key=7125832
[6084] - <17 170 180 184 3404 4404 4432 4434 4436 4438 7062 > true count=2335, estimated count=39481, Key=7362925
[6085] - <170 180 184 260 265 4426 4428 4436 7092 7112 > true count=5512, estimated count=41062, Key=4621533
[6086] - <4426 4436 4438 4940 7062 7082 7102 7112 > true count=9863, estimated count=38296, Key=3909774
[6087] - <170 188 4432 4436 4438 7062 7082 7092 7102 > true count=9843, estimated count=39666, Key=4581374
[6088] - <170 188 260 265 4430 4434 4438 4940 7062 7092 > true count=1746, estimated count=39050, Key=1211235
[6089] - <180 184 188 260 265 3404 4404 4426 4428 4430 4432 4438 > true count=1708, estimated count=39828, Key=2142403
[6090] - <170 260 265 4426 4428 4430 4438 7092 7112 > true count=4180, estimated count=39867, Key=843249
[6091] - <170 180 184 188 4428 4434 4436 4438 7062 7092 7102 7112 > true count=10034, estimated count=39812, Key=4650326
[6092] - <170 188 3404 4404 4434 4438 4940 7062 7092 7112 > true count=26464, estimated count=39218, Key=612012
[6093] - <170 4414 4426 4428 4430 4432 4434 4436 4438 4440 4940 7062 7092 7112 > true count=12416, estimated count=39525, Key=817206
[6094] - <170 180 184 260 265 3404 4404 4428 4432 4436 7092 > true count=4139, estimated count=38681, Key=2746171
[6095] - <180 184 4426 4428 4436 4438 7062 7082 7092 7112 > true count=9822, estimated count=38995, Key=3800584
[6096] - <170 4426 4428 4432 4438 4940 7062 7082 7092 > true count=9887, estimated count=39126, Key=6693890
[6097] - <180 184 260 265 3404 4404 4428 4434 4436 4438 4940 7062 > true count=5648, estimated count=39713, Key=297107
[6098] - <170 180 184 188 3404 4404 4426 4436 4438 4940 7062 7092 > true count=9216, estimated count=39797, Key=4968872
[6099] - <17 170 188 260 265 4426 4428 4432 4434 4436 4438 > true count=638, estimated count=38667, Key=1223026
[6100] - <17 180 184 188 260 265 3404 4404 4426 4940 7062 7092 > true count=2081, estimated count=40257, Key=6979246
[6101] - <17 170 180 184 188 4428 4432 7092 7112 > true count=996, estimated count=39080, Key=3045647
[6102] - <170 260 265 4426 4428 4436 4438 4940 7102 > true count=6557, estimated count=40139, Key=857113
[6103] - <170 188 4426 4430 4434 4438 4940 7062 7092 7102 > true count=10017, estimated count=39649, Key=1907578
[6104] - <17 180 184 188 260 265 4426 4428 4432 4434 4940 7062 > true count=1099, estimated count=38906, Key=6567324
[6105] - <17 170 180 184 188 260 265 4434 4436 4438 4940 7062 > true count=639, estimated count=38793, Key=2944462
[6106] - <17 170 188 3404 4404 4430 4432 4940 7062 > true count=1742, estimated count=39269, Key=6040383
[6107] - <180 184 188 260 265 4426 4432 4434 4438 4940 7062 7092 > true count=3537, estimated count=40256, Key=4095677
[6108] - <188 4426 4432 4434 4436 4438 7062 7082 7092 > true count=9831, estimated count=40539, Key=4899650
[6109] - <3404 4404 4432 4434 4436 4438 7062 7092 7112 > true count=26359, estimated count=39113, Key=4901782
[6110] - <17 260 265 3404 4404 4426 4434 4436 4438 7062 7092 > true count=616, estimated count=38732, Key=5056486
[6111] - <170 180 184 188 4434 4438 7062 7082 7092 7102 > true count=9419, estimated count=39467, Key=5116860
[6112] - <180 184 188 4430 4434 4436 4438 7102 7112 > true count=10140, estimated count=39685, Key=753016
[6113] - <170 180 184 188 3404 4404 4432 4434 7092 7112 > true count=26275, estimated count=39358, Key=5546048
[6114] - <170 180 184 4426 4428 4436 4438 7062 7082 7092 7102 > true count=9954, estimated count=39734, Key=1075340
[6115] - <180 184 260 265 3404 4404 4428 4432 4434 4438 4940 7092 > true count=3525, estimated count=39257, Key=378481
[6116] - <17 170 180 184 260 265 3404 4404 4426 4428 4438 4940 7062 > true count=2875, estimated count=40301, Key=5475182
[6117] - <188 4428 4432 4434 4436 4438 4940 7082 > true count=9840, estimated count=40786, Key=6640058
[6118] - <170 188 260 265 4428 4430 4434 4436 4438 > true count=5132, estimated count=39738, Key=6021829
[6119] - <170 180 184 260 265 3404 4404 4426 4428 4432 4940 7062 7092 > true count=1808, estimated count=38709, Key=5760019
[6120] - <17 170 180 184 188 260 265 3404 4404 4426 4428 4432 4438 7062 > true count=1821, estimated count=39897, Key=4274474
[6121] - <170 180 184 4414 4426 4428 4430 4432 4434 4436 4438 4440 7092 7102 > true count=12410, estimated count=39669, Key=7457202
[6122] - <17 170 260 265 4426 4428 7062 7092 7112 > true count=2852, estimated count=39859, Key=4082892
[6123] - <17 180 184 188 260 265 4434 4438 7062 7112 > true count=3539, estimated count=41413, Key=4573716
[6124] - <170 260 265 4426 4432 4434 4436 4438 7102 > true count=755, estimated count=38753, Key=851603
[6125] - <170 180 184 4428 4434 4436 4438 4940 7062 7082 7102 > true count=9862, estimated count=38651, Key=1070468
[6126] - <180 184 4426 4428 4436 4438 4940 7082 7092 7102 > true count=9826, estimated count=38762, Key=1906932
[6127] - <17 170 180 184 260 265 4432 4434 4436 4438 7062 > true count=2184, estimated count=39208, Key=6398310
[6128] - <17 170 180 184 260 265 3404 4404 4426 4428 4436 7062 > true count=2168, estimated count=39858, Key=1015552
[6129] - <170 180 184 188 3404 4404 4426 4428 4434 4436 4940 7062 > true count=5619, estimated count=41193, Key=35644
[6130] - <170 4426 4432 4434 4438 7062 7082 7112 > true count=10189, estimated count=39246, Key=3010800
[6131] - <180 184 188 4428 4432 4438 4940 7092 7102 7112 > true count=10006, estimated count=40382, Key=4205204
[6132] - <170 180 184 260 265 4430 4432 4438 4940 7062 7092 > true count=37861, estimated count=39231, Key=2549305
[6133] - <170 180 184 4428 4430 4432 4434 4436 4438 4940 7092 7112 > true count=12549, estimated count=41261, Key=1490072
[6134] - <17 170 260 265 4426 4432 4438 7062 7102 > true count=753, estimated count=38914, Key=7491012
[6135] - <17 180 184 4426 4432 4436 4438 4940 7062 7092 > true count=2825, estimated count=39654, Key=1918835
[6136] - <170 4426 4434 4438 4940 7062 7082 7112 > true count=10147, estimated count=39651, Key=4401228
[6137] - <17 170 180 184 260 265 4426 4428 4432 4436 4438 7062 > true count=2010, estimated count=39954, Key=5550938
[6138] - <188 4426 4430 4438 7082 7102 > true count=9836, estimated count=39214, Key=1611294
[6139] - <180 184 260 265 4426 4428 4430 4432 4434 4940 > true count=36654, estimated count=39639, Key=4558375
[6140] - <180 184 188 260 265 3403 3404 4404 4428 7062 > true count=1096, estimated count=38999, Key=2419490
[6141] - <188 4426 4432 4434 4436 4438 7062 7092 7102 7112 > true count=10041, estimated count=39670, Key=6145778
[6142] - <188 4430 4432 4438 4940 7062 7102 7112 > true count=10171, estimated count=40092, Key=4489396
[6143] - <17 180 184 260 265 3404 4404 4426 4428 4432 4438 4940 > true count=2402, estimated count=39353, Key=3529550
[6144] - <170 180 184 3404 4404 4426 4428 4432 4436 4438 4940 7062 > true count=27232, estimated count=38636, Key=1785312
[6145] - <188 260 265 4426 4428 4434 4436 4438 7062 7102 > true count=754, estimated count=38771, Key=2047103
[6146] - <170 180 184 188 4434 4438 4940 7082 7102 > true count=9830, estimated count=38808, Key=2012610
[6147] - <170 260 265 3404 4404 4428 4430 4438 4940 7062 7092 > true count=4071, estimated count=39115, Key=5320713
[6148] - <17 170 180 184 188 260 265 3404 4404 4426 4430 > true count=1739, estimated count=39253, Key=4981312
[6149] - <170 4426 4428 4430 4434 4438 4940 7062 7102 7112 > true count=12439, estimated count=39520, Key=4245982
[6150] - <17 170 180 184 188 4426 4430 4432 4434 4438 7062 > true count=1822, estimated count=39376, Key=6090985
[6151] - <180 184 260 265 3404 4404 4436 7062 7092 7112 > true count=4180, estimated count=39349, Key=5815423
[6152] - <17 180 184 260 265 4426 4428 7092 7112 > true count=2848, estimated count=40191, Key=3394328
[6153] - <170 188 260 265 4426 4430 4438 7062 7112 > true count=5644, estimated count=39545, Key=7499319
[6154] - <17 170 180 184 188 3404 4404 4432 7062 7112 > true count=1106, estimated count=39079, Key=465553
[6155] - <180 184 260 265 3404 4404 4428 4430 4434 4940 7062 > true count=1745, estimated count=39621, Key=728675
[6156] - <170 180 184 188 3404 4404 4426 4428 4430 4436 4438 > true count=1707, estimated count=38960, Key=2119532
[6157] - <188 260 265 3404 4404 4426 4432 4434 4436 4438 7062 > true count=5162, estimated count=40137, Key=1762033
[6158] - <17 180 184 260 265 4426 4428 4434 4436 4438 7062 > true count=2858, estimated count=40502, Key=6456766
[6159] - <17 180 184 3404 4404 4426 4434 4438 7062 7112 > true count=2089, estimated count=39254, Key=7275601
[6160] - <17 170 188 260 265 4428 4434 4438 7062 7102 > true count=591, estimated count=38632, Key=4625816
[6161] - <170 180 184 188 260 265 4434 4436 4438 7092 7102 > true count=411, estimated count=38550, Key=2268245
[6162] - <170 188 4426 4436 4438 4940 7062 7082 7092 > true count=9910, estimated count=40874, Key=4381218
[6163] - <180 184 4426 4428 4432 4434 4436 4438 7062 7092 7102 7112 > true count=12477, estimated count=39672, Key=3327258
[6164] - <17 170 188 260 265 3404 4404 4426 4428 4434 4940 7062 > true count=1098, estimated count=38919, Key=2865318
[6165] - <170 260 265 4426 4428 4434 4438 4940 7092 7112 > true count=4460, estimated count=39527, Key=2085129
[6166] - <17 170 188 260 265 4426 4434 4436 7062 > true count=2870, estimated count=40844, Key=3390294
[6167] - <170 180 184 188 4426 4428 4432 4436 4438 7062 7102 7112 > true count=10195, estimated count=40468, Key=3133458
[6168] - <17 170 180 184 188 260 265 4428 4432 4436 7062 > true count=1107, estimated count=39080, Key=2755518
[6169] - <3403 3404 4404 4428 4430 4438 7062 > true count=23415, estimated count=38542, Key=394561
[6170] - <180 184 188 4414 4426 4428 4430 4432 4434 4436 4438 4440 7062 7102 > true count=10133, estimated count=40730, Key=7356886
[6171] - <170 180 184 4426 4428 4434 4436 4438 4940 7062 7102 7112 > true count=12606, estimated count=39790, Key=4399056
[6172] - <260 265 4430 4432 4434 4436 4438 4940 > true count=36741, estimated count=38399, Key=2122381
[6173] - <17 170 180 184 3404 4404 4426 4434 4436 4438 7062 7092 > true count=423, estimated count=38208, Key=4332307
[6174] - <17 260 265 4426 4428 4432 4434 4940 7062 7092 > true count=1927, estimated count=40074, Key=2019140
[6175] - <170 188 260 265 3404 4404 4426 4428 4438 4940 7112 > true count=5126, estimated count=39062, Key=823847
[6176] - <17 170 260 265 3404 4404 4426 4428 4438 7092 7112 > true count=775, estimated count=38287, Key=3458656
[6177] - <188 260 265 3404 4404 4426 4436 4438 7062 7102 > true count=718, estimated count=38194, Key=7415633
[6178] - <170 3404 4404 4430 4432 4438 4940 7062 7112 > true count=27238, estimated count=38664, Key=2416776
[6179] - <17 170 3404 4404 4436 4438 7092 7102 > true count=776, estimated count=38196, Key=5001571
[6180] - <17 180 184 188 4434 4438 4940 7092 7112 > true count=3524, estimated count=39297, Key=2017937
[6181] - <170 180 184 260 265 3404 4404 4426 4428 4432 4434 4438 4940 > true count=5143, estimated count=40611, Key=4831873
[6182] - <170 180 184 188 4426 4428 4434 4436 4438 7062 7102 7112 > true count=10263, estimated count=40529, Key=3142300
[6183] - <260 265 4426 4434 4436 4438 7062 7092 7112 > true count=6704, estimated count=38888, Key=2627231
[6184] - <17 170 180 184 188 260 265 3404 4404 4426 4434 4436 7062 > true count=627, estimated count=38223, Key=4972870
[6185] - <17 170 180 184 188 3404 4404 4426 4428 4430 4438 7062 > true count=1747, estimated count=39437, Key=1486943
[6186] - <170 260 265 3404 4404 4426 4434 4438 4940 7062 7112 > true count=5129, estimated count=40102, Key=5371095
[6187] - <170 180 184 188 4428 4430 4432 4438 7062 7092 7102 > true count=12688, estimated count=39318, Key=67430
[6188] - <17 180 184 260 265 3404 4404 4426 4434 4940 7062 7092 > true count=618, estimated count=38800, Key=302644
[6189] - <170 188 3404 4404 4428 4434 4436 4438 4940 7062 7092 > true count=9110, estimated count=38848, Key=3746148
[6190] - <170 260 265 4428 4430 4434 4438 4940 7062 7092 > true count=37905, estimated count=39436, Key=2053623
[6191] - <180 184 4428 4430 4432 4438 4940 7062 7102 7112 > true count=12604, estimated count=39722, Key=1920120
[6192] - <180 184 3404 4404 4432 4434 4438 4940 7092 7112 > true count=27143, estimated count=39654, Key=5868548
[6193] - <170 180 184 260 265 3404 4404 4430 4434 4438 4940 7062 > true count=1754, estimated count=39574, Key=2874227
[6194] - <17 188 260 265 4426 4428 4432 4434 4438 4940 > true count=2857, estimated count=40372, Key=4571432
[6195] - <188 4428 4436 4438 4940 7062 7082 7092 7102 > true count=9820, estimated count=39314, Key=789572
[6196] - <170 188 3404 4404 4426 4432 4434 4940 7062 7112 > true count=1092, estimated count=38705, Key=5812976
[6197] - <180 184 188 260 265 3404 4404 4428 4430 7062 7092 > true count=3686, estimated count=39445, Key=5979545
[6198] - <4426 4428 4434 4436 4438 7062 7082 7102 7112 > true count=9849, estimated count=38338, Key=6912848
[6199] - <17 170 180 184 260 265 3404 4404 4426 4434 4438 4940 7062 > true count=2098, estimated count=39587, Key=5482556
[6200] - <170 180 184 188 4428 4430 4432 4434 4436 4438 4940 7062 7092 > true count=12655, estimated count=40748, Key=5870262
[6201] - <17 170 188 3404 4404 4426 4428 4432 4434 4438 4940 7062 > true count=1095, estimated count=39140, Key=1783511
[6202] - <170 180 184 188 260 265 4428 4432 4436 4438 7062 7092 > true count=5537, estimated count=39207, Key=3395043
[6203] - <170 180 184 3404 4404 4430 4438 7062 7102 > true count=38272, estimated count=38537, Key=6091618
[6204] - <17 170 180 184 4426 4438 4940 7062 7092 7112 > true count=9204, estimated count=42062, Key=3207265
[6205] - <170 188 260 265 3404 4404 4426 4436 7062 7112 > true count=1093, estimated count=39174, Key=5754355
[6206] - <17 170 180 184 188 4426 4430 7062 7112 > true count=1194, estimated count=38968, Key=3029613
[6207] - <180 184 188 4434 4436 4438 7062 7082 7112 > true count=10120, estimated count=38553, Key=4874332
[6208] - <17 170 260 265 4426 4432 4436 4438 4940 7062 > true count=1928, estimated count=39532, Key=7476130
[6209] - <17 260 265 4428 4432 4434 4438 7062 7112 > true count=2015, estimated count=40012, Key=872372
[6210] - <180 184 188 3403 3404 4404 4432 4434 > true count=23349, estimated count=39314, Key=6840685
[6211] - <170 3404 4404 4426 4436 4940 7062 7092 7112 > true count=7944, estimated count=39727, Key=6098854
[6212] - <170 180 184 188 4426 4428 4430 4432 4434 4438 4940 7062 7092 > true count=12833, estimated count=38808, Key=5847664
[6213] - <170 188 260 265 4426 4430 4434 4436 4438 > true count=414, estimated count=38552, Key=6016331
[6214] - <170 180 184 4432 7062 7082 7092 7112 > true count=9814, estimated count=41527, Key=2792666
[6215] - <170 260 265 3404 4404 4428 4434 4438 7062 7102 > true count=5633, estimated count=39578, Key=7413935
[6216] - <17 170 180 184 188 4426 4428 4432 4438 4940 7062 7092 > true count=3537, estimated count=39326, Key=3697197
[6217] - <170 188 260 265 3404 4404 4434 4438 7062 7092 7112 > true count=4138, estimated count=39261, Key=4939361
[6218] - <170 3404 4404 4426 4432 4434 4436 4438 7062 7112 > true count=6199, estimated count=38764, Key=1376970
[6219] - <17 170 180 184 188 3404 4404 4426 4428 4436 4438 7062 7092 > true count=385, estimated count=38241, Key=4390769
[6220] - <170 260 265 3404 4404 4426 4428 4432 4434 4940 7092 > true count=1806, estimated count=39889, Key=2419983
[6221] - <170 180 184 260 265 4426 4428 4430 4438 7062 7112 > true count=37027, estimated count=38839, Key=2282555
[6222] - <4426 4428 4438 4940 7062 7082 7102 7112 > true count=9814, estimated count=39402, Key=3905398
[6223] - <180 184 188 260 265 3404 4404 4426 4428 4432 4438 4940 7062 > true count=5561, estimated count=40674, Key=6325839
[6224] - <17 180 184 188 3404 4404 4438 7062 7092 7102 > true count=457, estimated count=38597, Key=5562759
[6225] - <17 180 184 260 265 4434 4438 7092 7112 > true count=2847, estimated count=40556, Key=3467186
[6226] - <17 260 265 4426 4428 4432 4434 4438 4940 7092 > true count=733, estimated count=38818, Key=857904
[6227] - <17 170 260 265 4426 4428 4430 4438 7062 7092 > true count=2082, estimated count=39631, Key=1132884
[6228] - <4426 4430 4432 4436 4438 7062 7082 7102 > true count=9819, estimated count=38985, Key=3021220
[6229] - <3404 4404 4426 4430 4434 4436 4940 7062 > true count=5133, estimated count=38864, Key=6602120
[6230] - <17 188 260 265 3404 4404 4428 4432 4434 4940 7062 > true count=1098, estimated count=39264, Key=730702
[6231] - <170 180 184 188 4426 4428 4434 4436 4438 7082 7102 > true count=293, estimated count=38456, Key=6115992
[6232] - <17 180 184 3404 4404 4426 4432 4434 4436 4438 7062 > true count=639, estimated count=38753, Key=1618553
[6233] - <17 170 180 184 4426 4428 4430 4434 4438 7062 7092 > true count=2078, estimated count=39291, Key=6035285
[6234] - <17 180 184 4430 4432 4434 4436 4438 7062 > true count=2314, estimated count=39527, Key=694233
[6235] - <17 170 188 260 265 3404 4404 4432 4436 4438 7062 > true count=1817, estimated count=39509, Key=2690324
[6236] - <170 180 184 4426 4428 4430 4434 4436 4438 7062 7092 7102 > true count=12598, estimated count=39092, Key=4053874
[6237] - <170 3404 4404 4426 4434 4438 4940 7062 7102 > true count=8773, estimated count=39028, Key=2408832
[6238] - <170 180 184 188 4428 4436 4438 4940 7092 7102 7112 > true count=10016, estimated count=40017, Key=164574
[6239] - <4426 4428 4432 4438 7062 7082 7092 7112 > true count=9822, estimated count=40672, Key=2853328
[6240] - <170 180 184 4428 4430 4438 4940 7062 7082 > true count=10142, estimated count=38373, Key=2940974
[6241] - <17 170 180 184 260 265 3404 4404 4426 4434 4438 7112 > true count=618, estimated count=38538, Key=1164362
[6242] - <180 184 188 4428 4436 4438 7062 7082 7092 7102 > true count=9874, estimated count=38781, Key=6079792
[6243] - <180 184 188 260 265 4426 4438 4940 7062 7092 7112 > true count=9211, estimated count=39095, Key=3806587
[6244] - <17 180 184 3404 4404 4426 4428 4436 4438 4940 7062 > true count=2451, estimated count=38208, Key=2218923
[6245] - <188 260 265 4426 4436 4438 4940 7062 7112 > true count=6039, estimated count=40036, Key=3113219
[6246] - <17 170 180 184 4426 4434 4438 7062 7092 7112 > true count=4292, estimated count=39018, Key=973599
[6247] - <260 265 3404 4404 4426 4428 4436 4438 7062 7102 > true count=5521, estimated count=38223, Key=5836911
[6248] - <17 170 260 265 3404 4404 4426 4940 7062 7112 > true count=1089, estimated count=39134, Key=5744860
[6249] - <170 188 3404 4404 4430 4434 4438 7062 7112 > true count=26478, estimated count=38454, Key=4637642
[6250] - <180 184 188 4426 4428 4432 4434 4436 4438 7062 7102 7112 > true count=10156, estimated count=40064, Key=4115570
[6251] - <17 170 180 184 4426 4428 4432 7062 7092 7112 > true count=970, estimated count=38957, Key=925587
[6252] - <180 184 188 4432 4434 4438 7062 7082 7092 > true count=9887, estimated count=39486, Key=4853908
[6253] - <170 180 184 260 265 3404 4404 4426 4432 4434 7112 > true count=1187, estimated count=39153, Key=2783571
[6254] - <17 180 184 4428 4432 4438 7062 7102 7112 > true count=287, estimated count=38437, Key=4844131
[6255] - <170 180 184 4428 4432 4434 4436 4438 7062 7082 7102 > true count=9898, estimated count=41156, Key=1048464
[6256] - <17 180 184 188 260 265 3404 4404 4426 4428 4432 4434 4438 7092 > true count=380, estimated count=38338, Key=3547776
[6257] - <17 260 265 4426 4428 4432 4434 4436 4438 7062 > true count=2011, estimated count=39979, Key=546438
[6258] - <170 180 184 4426 4430 4432 4436 4940 7062 7082 7092 > true count=68, estimated count=38212, Key=1012390
[6259] - <180 184 4426 4428 4432 4436 4940 7062 7092 7102 7112 > true count=10008, estimated count=41524, Key=1062970
[6260] - <17 188 4426 4428 4432 4436 4438 7062 7112 > true count=964, estimated count=38609, Key=5954019
[6261] - <17 180 184 188 4426 4428 4430 4432 4438 4940 > true count=1101, estimated count=39200, Key=4311347
[6262] - <17 170 180 184 188 3404 4404 4438 4940 7092 7112 > true count=340, estimated count=38323, Key=5954461
[6263] - <17 170 180 184 188 4430 4432 4438 7062 7092 > true count=3550, estimated count=39171, Key=4238873
[6264] - <17 188 3404 4404 4428 4438 7062 7092 7112 > true count=3535, estimated count=39536, Key=1247049
[6265] - <170 180 184 4426 4428 4430 4434 4436 4438 4940 7062 7092 7112 > true count=12476, estimated count=41517, Key=4326728
[6266] - <17 260 265 4426 4428 4432 4438 4940 7112 > true count=928, estimated count=38996, Key=848106
[6267] - <180 184 260 265 3404 4404 4426 4430 4432 4940 > true count=1748, estimated count=39204, Key=1644173
[6268] - <17 170 180 184 4426 4428 4430 4432 4438 4940 7062 > true count=1821, estimated count=39368, Key=3367555
[6269] - <17 170 4434 4436 4438 7062 7092 7112 > true count=4269, estimated count=38857, Key=733269
[6270] - <170 4432 4436 4438 7062 7082 7092 7112 > true count=9878, estimated count=38479, Key=2856176
[6271] - <170 180 184 188 260 265 3404 4404 4426 4438 7092 7112 > true count=729, estimated count=38756, Key=6477211
[6272] - <170 180 184 260 265 4428 4432 4434 4940 7062 7112 > true count=4070, estimated count=40778, Key=2581999
[6273] - <17 180 184 260 265 4426 4432 4434 4438 4940 > true count=2884, estimated count=40786, Key=517936
[6274] - <180 184 260 265 3404 4404 4428 4432 4436 4438 4940 7062 > true count=5133, estimated count=38922, Key=297105
[6275] - <17 170 260 265 3404 4404 4426 4432 4438 4940 7062 > true count=2873, estimated count=40298, Key=714202
[6276] - <180 184 4430 4438 7062 7082 7092 7102 > true count=9823, estimated count=40772, Key=525146
[6277] - <180 184 260 265 4428 4430 4434 4438 4940 7062 7092 > true count=4216, estimated count=40326, Key=6607801
[6278] - <17 180 184 4436 4940 7092 7112 > true count=2830, estimated count=39234, Key=4584225
[6279] - <17 170 180 184 188 3404 4404 4434 4438 4940 7062 7092 > true count=2854, estimated count=39038, Key=7431313
[6280] - <188 3404 4404 4426 4428 4430 4434 7112 > true count=1090, estimated count=38581, Key=3741938
[6281] - <180 184 188 260 265 4436 4438 7062 7082 7092 7102 > true count=112, estimated count=38218, Key=3835529
[6282] - <170 4430 4434 4436 4940 7062 7082 > true count=10121, estimated count=39801, Key=4392318
[6283] - <180 184 188 260 265 4428 4436 4438 7062 7082 7102 > true count=112, estimated count=38193, Key=3772185
[6284] - <170 180 184 188 3404 4404 4428 4430 4434 4438 7062 7092 > true count=26366, estimated count=39159, Key=4358562
[6285] - <170 180 184 3404 4404 4428 4430 4434 4438 7062 7112 > true count=27154, estimated count=39182, Key=4942666
[6286] - <170 180 184 4426 4428 4430 4434 4438 7082 > true count=10117, estimated count=39395, Key=663192
[6287] - <170 180 184 260 265 4428 4436 4438 7062 7082 7102 > true count=136, estimated count=38193, Key=3765071
[6288] - <170 180 184 3404 4404 4426 4428 4434 4436 4438 4940 7062 > true count=27349, estimated count=39744, Key=1785314
[6289] - <180 184 188 260 265 3404 4404 4426 4940 7062 7112 > true count=5247, estimated count=39903, Key=6298373
[6290] - <170 180 184 3404 4404 4428 4432 4434 4438 4940 7062 7112 > true count=27130, estimated count=39985, Key=6794808
[6291] - <170 188 3404 4404 4426 4434 4436 4438 7102 > true count=6366, estimated count=39110, Key=4609710
[6292] - <17 180 184 3404 4404 4426 4428 4432 4438 4940 7092 > true count=2446, estimated count=39087, Key=2278709
[6293] - <170 180 184 188 3404 4404 4426 4428 4430 4432 4438 4940 > true count=1707, estimated count=39280, Key=694676
[6294] - <180 184 3404 4404 4426 4430 4434 7062 7112 > true count=5120, estimated count=39549, Key=4592460
[6295] - <17 180 184 260 265 3404 4404 4426 4428 4438 4940 7062 7092 > true count=2835, estimated count=39062, Key=5767240
[6296] - <180 184 4426 4434 4438 7082 7102 7112 > true count=9830, estimated count=38778, Key=843102
[6297] - <17 170 180 184 188 260 265 4426 4428 4432 4434 4940 > true count=1099, estimated count=39167, Key=3590868
[6298] - <170 180 184 260 265 4432 4434 4438 4940 7062 7112 > true count=38011, estimated count=40351, Key=2605169
[6299] - <17 170 260 265 3404 4404 4428 4432 4434 7062 7092 > true count=2842, estimated count=39115, Key=3388584
[6300] - <170 188 260 265 4428 4430 4438 7062 7112 > true count=27376, estimated count=39637, Key=4817
[6301] - <170 180 184 4426 4428 4940 7082 7092 7102 > true count=9817, estimated count=39850, Key=6709904
[6302] - <17 170 4434 4436 4438 4940 7062 7102 > true count=2754, estimated count=38860, Key=501747
[6303] - <170 180 184 4428 4430 4438 7062 7082 7102 > true count=10164, estimated count=39759, Key=4833296
[6304] - <170 188 260 265 3404 4404 4436 4438 7062 7102 > true count=5890, estimated count=39409, Key=5786277
[6305] - <17 260 265 3404 4404 4426 4428 4434 4436 4438 > true count=2317, estimated count=39961, Key=2669612
[6306] - <188 4438 4940 7062 7082 7092 7112 > true count=9838, estimated count=39124, Key=1380622
[6307] - <170 180 184 188 3404 4404 4426 4428 4438 7062 7102 > true count=9198, estimated count=39065, Key=3160614
[6308] - <170 180 184 260 265 4426 4432 4434 4436 4438 7062 7092 > true count=5543, estimated count=41113, Key=3470511
[6309] - <17 180 184 188 260 265 3404 4404 4426 4428 4438 7062 7092 > true count=2859, estimated count=39066, Key=3934348
[6310] - <170 180 184 188 260 265 3404 4404 4426 4436 4438 7062 7092 > true count=5521, estimated count=41295, Key=3944333
[6311] - <170 180 184 188 4428 4430 4432 4434 4438 4940 7062 7092 7112 > true count=12665, estimated count=39983, Key=3371550
[6312] - <180 184 3404 4404 4426 4434 4438 7062 7092 7102 > true count=8762, estimated count=40936, Key=5841886
[6313] - <180 184 188 3404 4404 4428 4434 4436 4438 7112 > true count=26380, estimated count=40129, Key=5854700
[6314] - <17 170 260 265 4438 4940 7062 7092 7112 > true count=2851, estimated count=40181, Key=5949352
[6315] - <170 180 184 188 260 265 4426 4434 7062 7092 7112 > true count=3944, estimated count=39940, Key=3688133
[6316] - <17 170 180 184 260 265 4428 4430 7062 7092 > true count=2083, estimated count=38945, Key=4504244
[6317] - <170 260 265 4426 4428 4434 4436 4438 4940 7062 7092 > true count=6692, estimated count=38943, Key=7471547
[6318] - <260 265 3404 4404 4426 4430 4438 4940 7062 7092 > true count=5141, estimated count=38719, Key=5841127
[6319] - <17 170 180 184 3404 4404 4426 4432 4434 4438 7062 7092 > true count=2409, estimated count=39946, Key=4331211
[6320] - <170 4428 4430 4432 4434 4436 7082 > true count=10136, estimated count=39833, Key=1083636
[6321] - <180 184 188 4426 4436 4438 4940 7062 7092 7102 7112 > true count=10062, estimated count=39768, Key=3368640
[6322] - <170 180 184 188 4426 4428 4434 7082 7092 > true count=9410, estimated count=39292, Key=7212312
[6323] - <188 260 265 4426 4432 4436 4438 7062 7112 > true count=5647, estimated count=40706, Key=875719
[6324] - <170 180 184 260 265 4428 4430 4940 7062 7112 > true count=37515, estimated count=40049, Key=4621631
[6325] - <170 260 265 4428 4434 4438 4940 7062 7092 7112 > true count=37631, estimated count=38374, Key=4341397
[6326] - <17 170 180 184 188 260 265 4428 4430 4432 7062 > true count=1738, estimated count=39899, Key=2749508
[6327] - <170 180 184 4426 4428 4432 4434 4436 4438 7092 7102 7112 > true count=10029, estimated count=40426, Key=4145326
[6328] - <170 180 184 260 265 3404 4404 4430 4432 7062 7092 > true count=4143, estimated count=40006, Key=5973527
[6329] - <17 260 265 4426 4436 4438 4940 7062 7092 > true count=2822, estimated count=39676, Key=3102108
[6330] - <17 170 180 184 188 260 265 4426 4434 4940 7092 > true count=1103, estimated count=39199, Key=3435816
